Job Position,Office,City,Country,Salary,Work Time,Job Level,Job Level Specific,Job_Category,Industry
NGO Coordinator Jawa Barat,Kitabisa,Bandung,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,IT and Software
NGO Coordinator Jawa Timur,Kitabisa,Malang,Indonesia,Salary Undisclosed,Freelance,Entry Level,"Junior, Apprentice",Sales and Marketing,IT and Software
NHÂN VIÊN 2D ARTIST CHUYÊN VẼ TRANH PHẬT GIÁO,CÔNG TY TNHH DECORNOW,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 5,120,000.00 - IDR 6,400,000.00",Full Time,Entry Level,"Junior, Apprentice",Business Development and Sales,Furniture
Nhân Viên Content,HALO GROUP,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 6,400,000.00",Full Time,Entry Level,"Junior, Apprentice",Media,Retail
Nhân Viên Digital Marketing,HALO GROUP,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 7,680,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Retail
NHÂN VIÊN HÀNH CHÍNH NHÂN SỰ,CÔNG TY TNHH DECORNOW,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 5,120,000.00 - IDR 7,040,000.00",Full Time,Entry Level,"Junior, Apprentice",Business Development and Sales,Furniture
NHÂN VIÊN IN ẤN BIẾT SỬ DỤNG PHOTOSHOP CƠ BẢN,CÔNG TY TNHH DECORNOW,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 3,840,000.00 - IDR 4,480,000.00",Full Time,Entry Level,"Junior, Apprentice",Business Development and Sales,Furniture
Nhân Viên Thu Mua Biết Tiếng Trung/ Tiếng Anh,HALO GROUP,"Thành phố Hồ Chí Minh,",Vietnam,"IDR 7,680,000.00 - IDR 9,600,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Retail
North and South Account Managers,"Norde International Distributors (QL Development, Inc.)",Quezon,Philippines,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Accounting and Finance,Digital Distributor
Office Engineering,V.V. Soliven Realty Croproration,San Juan,Philippines,Salary Undisclosed,Full Time,Associate,Supervisor,Engineering,Real Estate Properties
Office Manager,Brigllent Human Resources Pte. Ltd.,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Human Resources
Office Secretary,PT. Royal Trust,Jakarta Selatan,Indonesia,"IDR 5,500,000.00 - IDR 6,500,000.00",Full Time,Entry Level,"Junior, Apprentice",Administration,Investment Management / Hedge Fund / Private Equity
Operation Office Intern,Hệ thống trường Canada,"Thành phố Hồ Chí Minh,",Vietnam,Salary Undisclosed,Full Time,Internship,OJT,Operations,Primary/Secondary Education
Operation Specialist (All levels accepted/ Startup company),BetterJobs,"Thành phố Hồ Chí Minh,",Vietnam,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Operations,Human Resources
Operational Risk Asst. Manager,Home Credit Indonesia,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Accounting and Finance,Hi-Tech Financial Services
Operations Associate (Local Internship),Tinvio,Singapore,Singapore,"IDR 11,588,030.00",Full Time,Internship,OJT,Operations,Information Technology and Services
Operations Engineering,Ailytics,Singapore,Singapore,"IDR 9,270,424.00 - IDR 11,588,030.00",Full Time,Entry Level,"Junior, Apprentice",Operations,Information Technology and Services
Operations Executive | Travel,Tradewings Tours and Travel Corp.,Manila,Philippines,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Operations,Innovative Travel Products
Operations Intern (Jan 2024 or later),Atomionics,Singapore,Singapore,"IDR 12,746,833.00",Full Time,Internship,OJT,Supply Chain and Logistics,Oil and Energy
Optimization Developer,Stemly,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology and Services
Oracle Database Administrator,PT. Tiki Jalur Nugraha Ekakurir (JNE),Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Package / Freight Delivery
Oracle DBA,NTT INDONESIA TECHNOLOGY ,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
Outbound Sales Agent,Elite Worldgroup,Mandaluyong,Philippines,"IDR 5,010,359.24 - IDR 6,958,275.57",Full Time,Associate,Supervisor,Sales and Marketing,"Translation / Localization, Food and Beverage, Services, Digital"
Outpatient Medical Coders | Registered Nurses | Taguig,Aces Call Center Jobs Inc.,Taguig,Philippines,"IDR 10,577,425.06 - IDR 13,360,957.97",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Part Time Admin Support,Qanvast Pte Ltd,Singapore,Singapore,Salary Undisclosed,Part Time,Entry Level,"Junior, Apprentice",Administration,Design
Part Time Events Executive,Qanvast Pte Ltd,Singapore,Singapore,Salary Undisclosed,Part Time,Associate,Supervisor,Customer Service,Design
Partnership Officer,PT IONPay Networks (NICEPAY),Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
Payroll Executive,eVantage HR Pte. Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Services Industry,Back End Workspace
PBF Legal Quality Control Specialist,PT BFI Finance Indonesia Tbk,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice","Legal, Consulting and Translation",Financial Services
PE Civil Pampanga Redisents,"EEI Business Solutions, Inc.",Quezon,Philippines,"IDR 5,010,359.24 - IDR 5,567,065.82",Full Time,Associate,Supervisor,Engineering,Construction
Pemit and Legal Officer,Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice","Legal, Consulting and Translation",Media Production
Penetration Tester,PT Anabatic Digital Raya,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Financial Services
Perawat PICU,Rumah Sakit BSH,Bogor,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice","Hotel, Restaurant and Travel",Hospital / Health Care
Personal Assistant to CEO,Glampick Sdn Bhd,Kuala Lumpur,Malaysia,"IDR 16,578,700.00 - IDR 19,894,440.00",Full Time,Mid-Senior Level,Manager,Administration,Cosmetics
Personal Banker,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Financial Services
PH Registered Nurse Associates | Healthcare | Fort BGC,Aces Call Center Jobs Inc.,Taguig,Philippines,"IDR 5,010,359.24 - IDR 6,402,125.69",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Photographer,Howel and Co,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Media,Retail Industry
Pioneer Account Ride Hailing App Customer Service | Pasig,Aces Call Center Jobs Inc.,Pasig,Philippines,"IDR 5,010,359.24 - IDR 6,123,772.40",Full Time,Entry Level,"Junior, Apprentice",Customer Service,Call Center / BPO
Power Systems Battery Intern (Clean Energy),Vflowtech,Singapore,Singapore,"IDR 11,588,030.00",Full Time,Internship,OJT,IT and Software,Battery Factory
Presales Consultant,PT InMotion Inovasi Teknologi,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
Preschool Teacher,Kipina Kids Indonesia,Jakarta Utara,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Education and Training,Preschool Education
Problem Account,PT. Sinar Mitra Sepadan Finance (SMSFinance),Bekasi,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Accounting and Finance,Financial Services
Process Excellence Specialist,PT Bank BTPN Tbk,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time (Remote),Mid-Senior Level,Manager,Sales and Marketing,Financial Services
Process Quality Assurance (PQA) / Data Analyst ,Dans Multi Pro,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Information Technology / IT
Producing Intern,Big 3 Media,Singapore,Singapore,"IDR 6,952,818.00 - IDR 13,905,636.00",Full Time,Internship,OJT,Media,Media Production
Product Design Intern,Vflowtech,Singapore,Singapore,Salary Undisclosed,Full Time,Internship,OJT,Manufacturing and Production,Battery Factory
Product Development,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Product Innovation Internship (Rejuve),Great Giant Foods,Tangerang,Indonesia,Salary Undisclosed,Contractual,Internship,OJT,Science and Research,Food Production
Product Intern,Qanvast Pte Ltd,Singapore,Singapore,"IDR 9,270,424.00 - IDR 13,905,636.00",Full Time,Internship,OJT,Product Management and Project Management,Design
Product Management Intern,SGCM Pte Ltd,Singapore,Singapore,"IDR 9,270,424.00 - IDR 11,588,030.00",Full Time,Internship,OJT,Product Management and Project Management,Automotive
Product Manager,PT IONPay Networks (NICEPAY),Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Information Technology / IT
Product Marketing Executive,Glampick Sdn Bhd,Kuala Lumpur,Malaysia,"IDR 9,947,220.00 - IDR 13,262,960.00",Full Time,Associate,Supervisor,Sales and Marketing,Cosmetics
Product Operation Officer Yogyakarta,Hangry,Yogyakarta,Indonesia,Salary Undisclosed,Contractual ,Entry Level,"Junior, Apprentice",Administration,Food / Beverages
Product Owner,AIMSIS,Jakarta Barat,Indonesia,"IDR 7,000,000.00 - IDR 9,000,000.00 / month",Full Time,Associate,Supervisor,IT and Software,Information Technology / IT
Product Owner,PT Prodia Widyahusada Tbk. (Prodia),Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Healthcare
Product Owner,PT. Adicipta Inovasi Teknologi (Adins),Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Information Technology / IT
Product Owner (Local Internship),Tinvio,Singapore,Singapore,"IDR 11,588,030.00 - IDR 13,905,636.00",Full Time,Internship,OJT,Product Management and Project Management,Information Technology and Services
Production Intern,Big 3 Media,Singapore,Singapore,"IDR 6,952,818.00 - IDR 13,905,636.00",Full Time,Internship,OJT,Media,Media Production
Production Technician,Hoya Electronics Singapore Pte Ltd,Singapore,Singapore,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Manufacturing and Production,Manufacturing
Professional Development Program Business Marketing,PT BCA Finance,Jakarta Selatan,Indonesia,"IDR 6,500,000.00 - IDR 7,000,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Professional Development Program Strategy,PT BCA Finance,Jakarta Selatan,Indonesia,"IDR 6,500,000.00 - IDR 7,000,000.00",Full Time,Entry Level,"Junior, Apprentice",Management and Consultancy,Financial Services
Professional Program Consultant,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Management and Consultancy,Media Production
Program Audit Internal - IT Auditor ,PT Bank Central Asia Tbk,Jakarta Pusat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Financial Services
Programmer - UMN Technology,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Media Production
Project Coordinator - UMN Pictures,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Media,Media Production
Project Coordinator (6 Months Contract),Lalamove,Singapore,Singapore,"IDR 28,970,075.00 - IDR 31,287,681.00",Contractual,Entry Level,"Junior, Apprentice",Product Management and Project Management,Logistics and Supply Chain
Project Engineering Eletcrical Solar,"EEI Business Solutions, Inc.",Quezon,Philippines,Salary Undisclosed,Full Time,Associate,Supervisor,Engineering,Construction
Project Management officer Jakarta,PT Akhdani Reka Solusi,Jakarta Pusat,Indonesia,"IDR 6,000,000.00 - IDR 12,000,000.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Information Technology / IT
Project Manager,V.V. Soliven Realty Croproration,San Juan,Philippines,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Sales and Marketing,Real Estate Properties
Project Manager Staff,Think Indonesia,Surabaya,Indonesia,"IDR 4,000,000.00 / month",Full Time,Entry Level,"Junior, Apprentice",Product Management and Project Management,Management Consulting
Project Sales Manager,PT Kencana Tiara Gemilang (Malang),Malang,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Business Development and Sales,Plastics
Project Service Good Game,Kitabisa,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,IT and Software
Promotor,PT. Berca Kawan Sejati,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Services Industry,Cigarette Distributor
Property Advisor (Bandung Area),CariProperti ,Bandung,Indonesia,Salary Undisclosed,Full Time,Associate ,Supervisor,Sales and Marketing,Commercial Real Estate
Property Advisor (JKT-Bintaro Area),CariProperti,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Sales and Marketing,Commercial Real Estate
Property Advisor Tangerang Area,CariProperti ,Tangerang,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Property
Provider Relation Automotive,OONA Insurance Indonesia,Jakarta Utara,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,General Services,Insurance
Public Relation Officer,Kompas Gramedia,Tangerang,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Media Production
Public Relations (PR) Officer,PT. Royal Trust,Jakarta Selatan,Indonesia,"IDR 5,000,000.00 - IDR 7,000,000.00",Full Time,Entry Level,"Junior, Apprentice",Human Resources,Investment Management / Hedge Fund / Private Equity
Public Relations (Project Based) - PT Dyandra Promosindo,Kompas Gramedia,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Human Resources,Media Production
Public Relations Consultant,Emplifi,Singapore,Singapore,"IDR 28,970,075.00 - IDR 40,558,105.00",Full Time,Entry Level,"Junior, Apprentice",Sales and Marketing,Human Resources
Public Relations Intern,Emplifi,Singapore,Singapore,"IDR 9,270,424.00 - IDR 17,382,045.00",Full Time,Internship,OJT,Customer Service,Human Resources
Purchasing,PT. Pabrik Kertas Indonesia (PAKERIN),Surabaya,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,Sales and Marketing,Paper and Forest Products
Purchasing Assistant,CMG Retail Group,Pasig,Philippines,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Supply Chain and Logistics,Retail Industry
Purchasing Intern (Karawaci),Siloam Hospitals Group,Tangerang,Indonesia,Salary Undisclosed,Full Time,Internship,OJT,Sales and Marketing,Hospital / Health Care
Purchasing Staff,Kakkoii and Kurnia Group,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",Services Industry,Food and Beverages
Python Software Engineering,SMS Perkasa (PT Sumber Makmur Surya Perkasa),Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Building Materials
QA Automation,Mobius Digital,Jakarta Barat,Indonesia,Salary Undisclosed,Full Time (Remote),Mid-Senior Level,Manager,IT and Software,Information Technology / IT
QA Engineering,IDN Media,Surabaya,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Media Production
QA Engineering,Paper id,Jakarta Utara,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Digital Services
QA Engineering (Tech),Investree,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Mid-Senior Level,Manager,IT and Software,Lending Marketplace
"QA Engineering, Data",FinAccel,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Entry Level,"Junior, Apprentice",IT and Software,Financial Services
QA Foods Internship - Technical Support Solid Pack,Great Giant Foods,Lampung Tengah,Indonesia,Salary Undisclosed,Freelance,Internship,OJT,Manufacturing and Production,Food Production
QA Testing Engineering,PT. Astra Welab Digital Arta,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,Information Technology / IT
Quality Assurance Head,PT Kencana Tiara Gemilang (Malang),Malang,Indonesia,Salary Undisclosed,Full Time,Associate,Supervisor,Manufacturing and Production,Plastics
Quality Assurance Intern,Kalibrr ,Jakarta Selatan,Indonesia,Salary Undisclosed,Full Time (Remote),Internship,OJT,IT and Software,Computer Software / Engineeringing
Quality Assurance Lead | Digital Consumer Tech Division,ABS-CBN Corporation,Quezon,Philippines,Salary Undisclosed,Full Time,Associate,Supervisor,IT and Software,"Entertainment / Film / News and Current Affairs / Public Service / Publishing / Digital, etc."
